0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000994062527999974,0,0,0,0,0
0.00489283150463987,0,0,0,0,0
0.00197651217599995,0,0.00571009954751985,0,0,0
0,0,0,0,0,9.29030399999976e-06
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.00748464051455981,0,0,0
0.0142236412300796,0,0,0,0.00488316958847987,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0125790716159997,0,0,0,0.00100846249919997,0
0.00114865318655997,0,0,0,0,0
0,0,0,0,0,0
0.000796179052799979,0.00078521649407998,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000483095807999988,0,0,0,0,0
0.00179906736959995,0,0,0,0,0
9.29030399999976e-05,0,0,0,0,0
0.000250838207999994,0,0,0,0,0.000740551945253186
0.00352148973119991,0.00132386831999997,0,0,1.74657715199995e-05,0
9.29030399999976e-05,0,0,0,0,0
0.00162766126079996,0,0,0,0.000261057542399993,0
0,0,0,0,0,0
0.00136901919743996,0.00504091895039987,0,0,0,0
0.00527893653887986,0.000977804495999975,0,0,0,0
0.00105259144319997,0.000803239683839979,0,0.00208455841151995,0,0
0,0,0,0,0,0
0.000666950924159983,0,0,0,0.000433485584639989,0
0,0,0,0,0,4.64515199999988e-05
0,0,0,0,0,0
0,0,0,0,0,0
0.00077230297151998,0.000337238035199991,0,0,0,0
0,0,0,0,0,0
0,0.000204386687999995,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.000465258424319988,0
0.000295989085439992,0,0,0,0,0
0.000926707823999976,0,0.00645044387327983,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00264332108848132
7.6645007999998e-05,0,0.00873288575999977,0,0,0.000481252276388328
0,0,0,0,0,0
0.000743224319999981,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7.43224319999981e-05,0.00273794549183993,0,0,0,0
0,0,0,0,0,0
0.00326331218303992,0,0,0.00856101513599978,0.00146443061951996,0.000724110658985332
0,0,0,0,0,0
0.00622311013439984,0,0,0.00459870047999988,0,0
0,0,0,0,0,0
0,0,0.00999283678847974,0,0,0
0,0.000209031839999995,8.36127359999978e-05,0,0,0
7.19069529599981e-05,0,0,0,0,0
0,0,0,0,0,0
0.00121192015679997,0,0,0,0,0
0.000286605878399993,0,0,0,0,0
0,0.00223636197887994,0,0,0.00325160639999992,0
0.00348061239359991,0,0,0,0.000929030399999976,0.00141403675216187
0.000297289727999992,0,0,0,3.35379974399991e-05,0
0,0.000464515199999988,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000211354415999995,0,0.0149438255961596,0,0,0
0.000274063967999993,0.000547198905599986,0,0,0,0
0.000167225471999996,0.00477837495935988,0,0,0,0
0.000672153494399983,0,0,0,0.000139354559999996,0.00497748203007292
0.000216278277119994,0,0,0,0,0
0,0,0,0,0,0
0,0.000272856228479993,0.0155705495039996,0,0,0
0.00110052941183997,0.000836127359999978,0,0,0,0.00140419066261121
0,0,0,0,0,0
0.000167225471999996,0.00215962406783994,0,0,0,0
0.00105779401343997,0.000668901887999983,0.00185806079999995,0,0,0
0,0.000501676415999987,0,0,0,0
0,0,0,0,0,0
0.000187199625599995,0.000917231713919976,0.00327018700799992,0,0,0
7.43224319999981e-05,0.000694914739199982,0,0,0,0
0.000278709119999993,0.000366781201919991,0,0,0,0
0.000445934591999988,0.0037161215999999,0,0.0038923586668799,0.000418063679999989,0
0,0,0,0,0,0
0.00076384879487998,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.000728885455138666
0,0,0,0,0,0
6.50321279999983e-05,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000458197793279988,0,0.00528451072127986,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.0111585841343997,0,0,0
0,0,0,0,0,0
0.000254461426559993,0,0,0,0.000278709119999993,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000464515199999988,0.00476936336447988,0,0,0,0.000992120596791896
0,0,0,0,0,0
0.00036882506879999,0.000238017588479994,0.000942965855999976,0,0,0.000801219290017689
0,0,0,0,0,0
0,0,0,0,0,0
0.00817611784127979,0,0,0,0,0
0.0038575200268799,0,0,0,0,0
0,0,0,0,0,0
0.000696772799999982,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000102193343999997,0,0,0,0,0
0,0,0,0,0,0
0.000421686898559989,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.96772799999982e-05,0,0,0,0,0
0,0,0,0,0,0
0.000585289151999985,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00230074378559994,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00777390921295089
7.7109523199998e-05,0,0,0,6.16876185599984e-05,0
0.00167615664767996,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00215785891007994,0,0,0,0.000116593315199997,0
0.00178708287743995,0.00342812217599991,0.00746940441599981,0,0,0.000762606600013857
0.00206226168191995,0,0,0,0.000348386399999991,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00170737206911996,0.000302863910399992,0,0,0,0
0,0,0.0204553913471995,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000240618873599994,0.000140469396479996,0,0,0.000190358328959995,0
0,0,0,0,0,4.08773375999989e-05
0.000194446062719995,0.00040412822399999,0.00719069529599981,0,0,0.00235894267070665
0,0,0,0,0,0
0.000163973865599996,0.000348386399999991,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00263844633599993
0,0,0,0,0,0.00309367123199992
0,0,0,0,0,4.64515199999988e-05
0,0,0,0,0,0
0.00936379030463976,0.00145188870911996,0,0,8.85365971199977e-05,0
0.00343796989823991,0.00586218182399985,0,0,0,0.000228075366900331
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00506662837883055
0,0,0,0,0,0
0.000178373836799995,0,0.0168035586508796,0.00362321855999991,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000475199049599988,0.000626538101759984,0,0,0,0
0,0,0.00593204491007985,0,0,0
0,0,0,0,0,0
0.0039021134860799,0.000731611439999981,0,0,0.000501676415999987,0
7.11637286399982e-05,0.000557418239999986,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.03869759999984e-05,0.000177537709439995,0.0171684817919996,0,0,0
0.00244827381311994,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00523866869003388
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.0298760767120484
0,0,0,0,0,0
0.00851865134975978,0,0,0.00476648337023988,0.000552773087999986,0
0,0,0,0,0,0
0.00107572430015997,0,0,0,0.000150781633919996,0
0,0,0,0,0,0
